subject,grade,strand,topic,skill,questionCount,sampleQuestionIds,proposedCodes,codeLabels,confidence,rationale,status
reading,3,Text Comprehension,Locating details,Identify a supporting detail in a text,1,icas-y3-reading-f1-013,VC2E3LY10,"Reading comprehension: prediction, visualising, summarising and inference",high,"Aligns with reading comprehension: prediction, visualising, summarising and inference (VC2E3LY10).",mapped
reading,3,Text Comprehension,Main idea,Identify the main idea,2,"icas-y3-reading-dc-005, icas-y3-reading-dc-013",VC2E3LY10,"Reading comprehension: prediction, visualising, summarising and inference",high,"Aligns with reading comprehension: prediction, visualising, summarising and inference (VC2E3LY10).",mapped
reading,3,Text Comprehension,Main idea,Identify the main idea of a passage,1,icas-y3-reading-f1-015,VC2E3LY10,"Reading comprehension: prediction, visualising, summarising and inference",high,"Aligns with reading comprehension: prediction, visualising, summarising and inference (VC2E3LY10).",mapped
reading,3,Text Comprehension,Mangrove forests,Finding a stated reason in an information text,1,icas-y3-read-information-012,VC2E3LY10,"Reading comprehension: prediction, visualising, summarising and inference",high,"Aligns with reading comprehension: prediction, visualising, summarising and inference (VC2E3LY10).",mapped
reading,3,Text Comprehension,Mangrove forests,Identifying the main idea of a whole text,1,icas-y3-read-information-010,VC2E3LY10,"Reading comprehension: prediction, visualising, summarising and inference",high,"Aligns with reading comprehension: prediction, visualising, summarising and inference (VC2E3LY10).",mapped
reading,3,Text Comprehension,Mangrove forests,Working out the author's purpose for writing,1,icas-y3-read-information-011,VC2E3LY09,Authorial purpose and audience identification through text features,high,Aligns with authorial purpose and audience identification through text features (VC2E3LY09).,mapped
reading,3,Text Comprehension,Matching evidence to inference,Inferring character and animal behaviour from detail,1,icas-y3-read-narrative-010,VC2E3LE03,"Authorial craft: plot development, character portrayal and mood",high,"Aligns with authorial craft: plot development, character portrayal and mood (VC2E3LE03).",mapped
reading,3,Text Comprehension,Narrative cause and effect,Identify cause and effect,1,icas-y3-reading-db-002,VC2E3LY10,"Reading comprehension: prediction, visualising, summarising and inference",high,"Aligns with reading comprehension: prediction, visualising, summarising and inference (VC2E3LY10).",mapped
reading,3,Text Comprehension,Narrative comprehension,Identify the main idea of a passage,1,icas-y3-reading-f1-001,VC2E3LY10,"Reading comprehension: prediction, visualising, summarising and inference",high,"Aligns with reading comprehension: prediction, visualising, summarising and inference (VC2E3LY10).",mapped
reading,3,Text Comprehension,Narrative inference,Infer a character's feeling,1,icas-y3-reading-db-001,VC2E3LE03,"Authorial craft: plot development, character portrayal and mood",high,"Aligns with authorial craft: plot development, character portrayal and mood (VC2E3LE03).",mapped
reading,3,Text Comprehension,Narrative prediction,Predict what will happen next,1,icas-y3-reading-db-003,VC2E3LY10,"Reading comprehension: prediction, visualising, summarising and inference",high,"Aligns with reading comprehension: prediction, visualising, summarising and inference (VC2E3LY10).",mapped
reading,3,Text Comprehension,Ordering events in a narrative,Sequencing events,1,icas-y3-read-narrative-007,VC2E3LY10,"Reading comprehension: prediction, visualising, summarising and inference",high,"Aligns with reading comprehension: prediction, visualising, summarising and inference (VC2E3LY10).",mapped
reading,3,Text Comprehension,Predicting from story evidence,Predicting what happens next,1,icas-y3-read-narrative-003,VC2E3LY10,"Reading comprehension: prediction, visualising, summarising and inference",high,"Aligns with reading comprehension: prediction, visualising, summarising and inference (VC2E3LY10).",mapped
reading,3,Text Comprehension,Prediction,Predict a character's behaviour,1,icas-y3-reading-dc-010,VC2E3LE03,"Authorial craft: plot development, character portrayal and mood",high,"Aligns with authorial craft: plot development, character portrayal and mood (VC2E3LE03).",mapped
reading,3,Text Comprehension,Prediction,Predict what will happen next,1,icas-y3-reading-dc-003,VC2E3LY10,"Reading comprehension: prediction, visualising, summarising and inference",high,"Aligns with reading comprehension: prediction, visualising, summarising and inference (VC2E3LY10).",mapped
reading,3,Text Comprehension,Purpose of a closing detail,Close reading of a narrative ending,1,icas-y3-read-narrative-006,VC2E3LY10,"Reading comprehension: prediction, visualising, summarising and inference",high,"Aligns with reading comprehension: prediction, visualising, summarising and inference (VC2E3LY10).",mapped
reading,3,Text Comprehension,Reading physical clues to feelings,Inferring how a character feels,1,icas-y3-read-narrative-013,VC2E3LE03,"Authorial craft: plot development, character portrayal and mood",high,"Aligns with authorial craft: plot development, character portrayal and mood (VC2E3LE03).",mapped
reading,3,Text Comprehension,Sequence a process,Sequence steps in a process,1,icas-y3-reading-db-013,VC2E3LA03,Structural features and organization across diverse text types,high,Aligns with structural features and organization across diverse text types (VC2E3LA03).,mapped
reading,3,Text Comprehension,Sequence of events,Sequence events in a text,1,icas-y3-reading-f1-004,VC2E3LY10,"Reading comprehension: prediction, visualising, summarising and inference",high,"Aligns with reading comprehension: prediction, visualising, summarising and inference (VC2E3LY10).",mapped
reading,3,Text Comprehension,Sequencing,Sequence stages in a process,1,icas-y3-reading-dc-015,VC2E3LY10,"Reading comprehension: prediction, visualising, summarising and inference",high,"Aligns with reading comprehension: prediction, visualising, summarising and inference (VC2E3LY10).",mapped
reading,3,Text Comprehension,Sequencing,Sequence steps in a process,1,icas-y3-reading-dc-007,VC2E3LA03,Structural features and organization across diverse text types,high,Aligns with structural features and organization across diverse text types (VC2E3LA03).,mapped
reading,3,Text Comprehension,Stated versus implied,Distinguishing a stated fact from an implied idea,1,icas-y3-reading-c-004,VC2E3LY10,"Reading comprehension: prediction, visualising, summarising and inference",high,"Aligns with reading comprehension: prediction, visualising, summarising and inference (VC2E3LY10).",mapped
reading,3,Text Comprehension,The deep end,Identify cause and effect in a narrative,1,icas-y3-reading-dd-010,VC2E3LY10,"Reading comprehension: prediction, visualising, summarising and inference",high,"Aligns with reading comprehension: prediction, visualising, summarising and inference (VC2E3LY10).",mapped
reading,3,Text Comprehension,The deep end,Identify the theme or message of a story,1,icas-y3-reading-dd-011,VC2E3LY10,"Reading comprehension: prediction, visualising, summarising and inference",high,"Aligns with reading comprehension: prediction, visualising, summarising and inference (VC2E3LY10).",mapped
reading,3,Text Comprehension,The deep end,Infer a character's feelings from clues,1,icas-y3-reading-dd-009,VC2E3LE03,"Authorial craft: plot development, character portrayal and mood",high,"Aligns with authorial craft: plot development, character portrayal and mood (VC2E3LE03).",mapped
reading,3,Text Comprehension,The night the lights went out,Identify cause and effect in a narrative,1,icas-y3-reading-dd-002,VC2E3LY10,"Reading comprehension: prediction, visualising, summarising and inference",high,"Aligns with reading comprehension: prediction, visualising, summarising and inference (VC2E3LY10).",mapped
reading,3,Text Comprehension,The night the lights went out,Infer a character's feelings from the text,1,icas-y3-reading-dd-001,VC2E3LE03,"Authorial craft: plot development, character portrayal and mood",high,"Aligns with authorial craft: plot development, character portrayal and mood (VC2E3LE03).",mapped
reading,3,Text Comprehension,The night the lights went out,Predict what will happen next using clues,1,icas-y3-reading-dd-003,VC2E3LY10,"Reading comprehension: prediction, visualising, summarising and inference",high,"Aligns with reading comprehension: prediction, visualising, summarising and inference (VC2E3LY10).",mapped
reading,3,Text Comprehension,The platypus,Compare and contrast details in a text,1,icas-y3-reading-dd-008,VC2E3LY10,"Reading comprehension: prediction, visualising, summarising and inference",high,"Aligns with reading comprehension: prediction, visualising, summarising and inference (VC2E3LY10).",mapped
reading,3,Text Comprehension,The platypus,Identify the author's purpose,1,icas-y3-reading-dd-006,VC2E3LY09,Authorial purpose and audience identification through text features,high,Aligns with authorial purpose and audience identification through text features (VC2E3LY09).,mapped
reading,3,Text Comprehension,The platypus,Identify the main idea of a text,1,icas-y3-reading-dd-005,VC2E3LY10,"Reading comprehension: prediction, visualising, summarising and inference",high,"Aligns with reading comprehension: prediction, visualising, summarising and inference (VC2E3LY10).",mapped
reading,3,Text Comprehension,The platypus,Locate and match details in a text,1,icas-y3-reading-dd-007,VC2E3LY10,"Reading comprehension: prediction, visualising, summarising and inference",high,"Aligns with reading comprehension: prediction, visualising, summarising and inference (VC2E3LY10).",mapped
reading,3,Text Comprehension,Understanding purpose in an information text,Inferring purpose from an information text,1,g3-icas-eng-infer-001,VC2E3LY10,"Reading comprehension: prediction, visualising, summarising and inference",high,"Aligns with reading comprehension: prediction, visualising, summarising and inference (VC2E3LY10).",mapped
reading,3,Text Comprehension,Vocabulary in context,Work out the meaning of a word from context,2,"icas-y3-reading-f1-003, icas-y3-reading-f1-008","VC2E3LA11; VC2E3LY10","Topic-specific vocabulary expansion and word relationships | Reading comprehension: prediction, visualising, summarising and inference",high,Aligns with topic vocabulary expansion (VC2E3LA11) and reading comprehension in context (VC2E3LY10).,mapped
reading,3,Text Comprehension,Weather: hail,Reading a table alongside a passage,1,icas-y3-read-information-005,VC2E3LA05,Visual layout and navigational features in print and digital media,high,Aligns with visual layout and navigational features in print and digital media (VC2E3LA05).,mapped
reading,3,Text Comprehension,Weather: hail,Working out the meaning of a word from its context,1,icas-y3-read-information-004,"VC2E3LA11; VC2E3LY10","Topic-specific vocabulary expansion and word relationships | Reading comprehension: prediction, visualising, summarising and inference",high,Aligns with topic vocabulary expansion (VC2E3LA11) and reading comprehension in context (VC2E3LY10).,mapped
reading,3,Text Comprehension,Weather: hail,Working out why an author included a comparison,1,icas-y3-read-information-006,VC2E3LY10,"Reading comprehension: prediction, visualising, summarising and inference",high,"Aligns with reading comprehension: prediction, visualising, summarising and inference (VC2E3LY10).",mapped
reading,3,Text Comprehension,Word choice,Understanding the effect of a particular word choice,1,icas-y3-reading-c-003,VC2E3LY10,"Reading comprehension: prediction, visualising, summarising and inference",high,"Aligns with reading comprehension: prediction, visualising, summarising and inference (VC2E3LY10).",mapped
reading,3,Vocabulary,Antonyms,Antonyms,13,"gen-lang-ant-00363, gen-lang-ant-00371","VC2E3LA11; VC2E3LY10","Topic-specific vocabulary expansion and word relationships | Reading comprehension: prediction, visualising, summarising and inference",high,Aligns with topic vocabulary expansion (VC2E3LA11) and reading comprehension in context (VC2E3LY10).,mapped
reading,3,Vocabulary,From egg to frog,Work out the meaning of a word with more than one meaning,1,icas-y3-reading-dd-016,"VC2E3LA11; VC2E3LY10","Topic-specific vocabulary expansion and word relationships | Reading comprehension: prediction, visualising, summarising and inference",high,Aligns with topic vocabulary expansion (VC2E3LA11) and reading comprehension in context (VC2E3LY10).,mapped
reading,3,Vocabulary,Multiple meanings of a familiar word,Working out word meaning from context,1,icas-y3-read-narrative-009,"VC2E3LA11; VC2E3LY10","Topic-specific vocabulary expansion and word relationships | Reading comprehension: prediction, visualising, summarising and inference",high,Aligns with topic vocabulary expansion (VC2E3LA11) and reading comprehension in context (VC2E3LY10).,mapped
reading,3,Vocabulary,Synonyms,Synonyms,13,"gen-lang-syn-00368, gen-lang-syn-00376","VC2E3LA11; VC2E3LY10","Topic-specific vocabulary expansion and word relationships | Reading comprehension: prediction, visualising, summarising and inference",high,Aligns with topic vocabulary expansion (VC2E3LA11) and reading comprehension in context (VC2E3LY10).,mapped
reading,3,Vocabulary,The deep end,Work out the meaning of a word in context,1,icas-y3-reading-dd-012,"VC2E3LA11; VC2E3LY10","Topic-specific vocabulary expansion and word relationships | Reading comprehension: prediction, visualising, summarising and inference",high,Aligns with topic vocabulary expansion (VC2E3LA11) and reading comprehension in context (VC2E3LY10).,mapped
reading,3,Vocabulary,The night the lights went out,Work out the meaning of a word in context,1,icas-y3-reading-dd-004,"VC2E3LA11; VC2E3LY10","Topic-specific vocabulary expansion and word relationships | Reading comprehension: prediction, visualising, summarising and inference",high,Aligns with topic vocabulary expansion (VC2E3LA11) and reading comprehension in context (VC2E3LY10).,mapped
reading,3,Vocabulary,Using surrounding words to define a verb,Working out word meaning from context,1,icas-y3-read-narrative-004,"VC2E3LA11; VC2E3LY10","Topic-specific vocabulary expansion and word relationships | Reading comprehension: prediction, visualising, summarising and inference",high,Aligns with topic vocabulary expansion (VC2E3LA11) and reading comprehension in context (VC2E3LY10).,mapped
reading,3,Vocabulary,Word meaning,Work out word meaning in context,5,"icas-y3-reading-db-004, icas-y3-reading-db-012","VC2E3LA11; VC2E3LY10","Topic-specific vocabulary expansion and word relationships | Reading comprehension: prediction, visualising, summarising and inference",high,Aligns with topic vocabulary expansion (VC2E3LA11) and reading comprehension in context (VC2E3LY10).,mapped
reading,3,Vocabulary in context,Vocabulary in context,read.prod.vocabulary-in-context.word-meaning-from-context,2,"man-b2effd9e2b3bd9b1a2552a03, man-dcef366e0ff098b70fc027a1","VC2E3LA11; VC2E3LY10","Topic-specific vocabulary expansion and word relationships | Reading comprehension: prediction, visualising, summarising and inference",high,Aligns with topic vocabulary expansion (VC2E3LA11) and reading comprehension in context (VC2E3LY10).,mapped
reading,3,Writer's Craft,Interpreting a simile,Understanding what a comparison shows,1,icas-y3-read-narrative-012,VC2E3LE04,Poetic and literary devices including rhythm and onomatopoeia,high,"Aligns with poetic and literary devices including rhythm, imagery and onomatopoeia (VC2E3LE04).",mapped
writing,3,Narrative writing,Writing a short narrative,Composing a narrative,1,g3-nap-lang-writing-001,VC2E3LY11,"Writing narrative, informative and persuasive texts with structured paragraphs",high,"Aligns with writing narrative, informative and persuasive texts with structured paragraphs (VC2E3LY11).",mapped
writing,3,Procedural writing,Writing instructions,Composing a procedure,1,g3-icas-eng-writing-001,VC2E3LY11,"Writing narrative, informative and persuasive texts with structured paragraphs",high,"Aligns with writing narrative, informative and persuasive texts with structured paragraphs (VC2E3LY11).",mapped
language_conventions,5,Conventions of language,Punctuation,Punctuation,14,"gen-lang-punct-01082, gen-lang-punct-01090",VC2E5LA09,Punctuation conventions: commas in prepositional phrases and plural possession,high,Aligns with punctuation conventions: commas in prepositional phrases and plural possession (VC2E5LA09).,mapped
language_conventions,5,Conventions of language,Spelling,Spelling,15,"gen-lang-spell-01080, gen-lang-spell-01088",VC2E5LY04,"Word etymology, Greek and Latin roots and advanced spelling generalizations",high,"Aligns with word etymology, Greek and Latin roots and advanced spelling generalizations (VC2E5LY04).",mapped
language_conventions,5,Grammar,Adverbs,Identifying adverbs in sentences,1,g5-nap-lang-adverb-001,VC2E5LA05,Complex sentence structures with dependent and independent clauses,high,Aligns with complex sentence structures with dependent and independent clauses (VC2E5LA05).,mapped
language_conventions,5,Grammar,Adverbs and adjectives,Distinguishing adverbs from adjectives,1,g5-nap-lang-adjective-001,VC2E5LA05,Complex sentence structures with dependent and independent clauses,high,Aligns with complex sentence structures with dependent and independent clauses (VC2E5LA05).,mapped
language_conventions,5,Grammar,Common and proper nouns,Sorting common and proper nouns,1,g5-nap-lang-nouns-001,VC2E5LA05,Complex sentence structures with dependent and independent clauses,high,Aligns with complex sentence structures with dependent and independent clauses (VC2E5LA05).,mapped
language_conventions,5,Grammar,Grammar,Choosing correct verb forms,4,"man-1e5fa5b9a2f3eb177162d549, man-1fdc607d609f224d71f7c825",VC2E5LA05,Complex sentence structures with dependent and independent clauses,high,Aligns with complex sentence structures with dependent and independent clauses (VC2E5LA05).,mapped
language_conventions,5,Grammar,Grammar,Forming irregular plurals,4,"man-04fb1e48177f8f623f815eb8, man-1c64d4b987a596d55e8a6c1e",VC2E5LA05,Complex sentence structures with dependent and independent clauses,high,Aligns with complex sentence structures with dependent and independent clauses (VC2E5LA05).,mapped
language_conventions,5,Grammar,Grammar,Identifying and constructing complex sentences,3,"man-901b5b65d9bf6ff1cff96f61, man-9b96f43752866a362c305609",VC2E5LA05,Complex sentence structures with dependent and independent clauses,high,Aligns with complex sentence structures with dependent and independent clauses (VC2E5LA05).,mapped
language_conventions,5,Grammar,Grammar,Using pronouns correctly,3,"man-02c935823710f1362fe18854, man-9615d06ef8c6d311d8ecfdd6",VC2E5LA05,Complex sentence structures with dependent and independent clauses,high,Aligns with complex sentence structures with dependent and independent clauses (VC2E5LA05).,mapped
language_conventions,5,Grammar,Paragraph cohesion,Ordering sentences for cohesion,1,g5-nap-lang-cohesion-001,VC2E5LA05,Complex sentence structures with dependent and independent clauses,high,Aligns with complex sentence structures with dependent and independent clauses (VC2E5LA05).,mapped
language_conventions,5,Grammar,Parts of a letter,Identifying letter structure,1,g5-nap-lang-letter-001,VC2E5LA05,Complex sentence structures with dependent and independent clauses,high,Aligns with complex sentence structures with dependent and independent clauses (VC2E5LA05).,mapped
language_conventions,5,Grammar,Sentence types,Classifying sentence types,1,g5-nap-lang-sentence-001,VC2E5LA05,Complex sentence structures with dependent and independent clauses,high,Aligns with complex sentence structures with dependent and independent clauses (VC2E5LA05).,mapped
language_conventions,5,Grammar,Verb forms and agreement,Choosing correct verb forms,1,g5-nap-lang-tense-001,VC2E5LA05,Complex sentence structures with dependent and independent clauses,high,Aligns with complex sentence structures with dependent and independent clauses (VC2E5LA05).,mapped
language_conventions,5,Punctuation,Possessive apostrophes,Using apostrophes for singular possession,1,g5-nap-lang-apostrophe-001,VC2E5LA09,Punctuation conventions: commas in prepositional phrases and plural possession,high,Aligns with punctuation conventions: commas in prepositional phrases and plural possession (VC2E5LA09).,mapped
language_conventions,5,Punctuation,Punctuation,Using apostrophes for singular possession,4,"man-2716c3b9a1e440fe17f33577, man-c4f072fcc2d05109e3bb555f",VC2E5LA09,Punctuation conventions: commas in prepositional phrases and plural possession,high,Aligns with punctuation conventions: commas in prepositional phrases and plural possession (VC2E5LA09).,mapped
language_conventions,5,Punctuation,Punctuation,Using apostrophes to show possession,4,"man-2c87633553449fe4d9af26f0, man-4ac7b4d0a14f06fedc27b34c",VC2E5LA09,Punctuation conventions: commas in prepositional phrases and plural possession,high,Aligns with punctuation conventions: commas in prepositional phrases and plural possession (VC2E5LA09).,mapped
language_conventions,5,Punctuation,Punctuation,Using commas to separate items in a list,3,"man-00ca549c846f7e9022b82acc, man-71e66be0fd9439cc74c4f799",VC2E5LA09,Punctuation conventions: commas in prepositional phrases and plural possession,high,Aligns with punctuation conventions: commas in prepositional phrases and plural possession (VC2E5LA09).,mapped
language_conventions,5,Spelling,Correcting misspelt words,Spelling commonly confused words,1,g5-nap-lang-spelling-001,VC2E5LY04,"Word etymology, Greek and Latin roots and advanced spelling generalizations",high,"Aligns with word etymology, Greek and Latin roots and advanced spelling generalizations (VC2E5LY04).",mapped
language_conventions,5,Spelling,Spelling,Spelling commonly confused words,4,"man-4e9b2572a0ac00151f6a441d, man-6cb265eb4dcec7e319391397",VC2E5LY04,"Word etymology, Greek and Latin roots and advanced spelling generalizations",high,"Aligns with word etymology, Greek and Latin roots and advanced spelling generalizations (VC2E5LY04).",mapped
language_conventions,5,Text structure,Text structure,Using cause-and-effect connectives,3,"man-b593c752761e54dc30bdf577, man-d84fe0964b78f0308662332d",VC2E5LA05,Complex sentence structures with dependent and independent clauses,high,Aligns with complex sentence structures with dependent and independent clauses (VC2E5LA05).,mapped
language_conventions,5,Vocabulary,Figurative language,Classifying figurative language,1,g5-icas-eng-figurative-001,VC2E5LA08,Specialised terminology and technical vocabulary precision,high,Aligns with specialised terminology and technical vocabulary precision (VC2E5LA08).,mapped
language_conventions,5,Vocabulary,Synonym groups,Grouping words by meaning,1,g5-icas-eng-synonym-001,VC2E5LA08,Specialised terminology and technical vocabulary precision,high,Aligns with specialised terminology and technical vocabulary precision (VC2E5LA08).,mapped
language_conventions,5,Vocabulary,Synonyms,Producing synonyms,1,g5-nap-lang-synonym-001,VC2E5LA08,Specialised terminology and technical vocabulary precision,high,Aligns with specialised terminology and technical vocabulary precision (VC2E5LA08).,mapped
language_conventions,5,Vocabulary,Synonyms,Producing synonyms for formal words,1,g5-icas-eng-vocab-001,VC2E5LA08,Specialised terminology and technical vocabulary precision,high,Aligns with specialised terminology and technical vocabulary precision (VC2E5LA08).,mapped
language_conventions,5,Vocabulary,Vocabulary,Producing synonyms,4,"man-082b5776abdc576b2369726d, man-23226f52891101d8e3b3550c",VC2E5LA08,Specialised terminology and technical vocabulary precision,high,Aligns with specialised terminology and technical vocabulary precision (VC2E5LA08).,mapped
language_conventions,5,Vocabulary,Vocabulary,Producing synonyms for formal words,2,"man-149c0bfadc26eaa24e89f46a, man-c2c9861a8bf6166e1df3ebde",VC2E5LA08,Specialised terminology and technical vocabulary precision,high,Aligns with specialised terminology and technical vocabulary precision (VC2E5LA08).,mapped
language_conventions,5,Vocabulary,Word relationships,Reasoning about word relationships,1,g5-icas-eng-logic-001,VC2E5LA08,Specialised terminology and technical vocabulary precision,high,Aligns with specialised terminology and technical vocabulary precision (VC2E5LA08).,mapped
language_conventions,5,Writer's Craft,Connectives,Using cause-and-effect connectives,1,g5-icas-eng-cohesion-001,VC2E5LA05,Complex sentence structures with dependent and independent clauses,high,Aligns with complex sentence structures with dependent and independent clauses (VC2E5LA05).,mapped
numeracy,5,Algebra & Patterns,Inverse operations,Work backwards,1,g5-icas-math-b01-031,VC2M5N07,Division strategies and contextual remainder interpretation,high,Aligns with division strategies and contextual remainder interpretation (VC2M5N07).,mapped
numeracy,5,Algebra & Patterns,Number patterns,Extending a linear pattern,1,g5-icas-math-pattern-001,VC2M5N10,"Computational algorithms with branching, iteration and pattern exploration",high,"Aligns with computational algorithms with branching, iteration and pattern exploration (VC2M5N10).",mapped
numeracy,5,Algebra & Patterns,Patterns,Continue a sequence,1,g5-icas-math-b01-013,VC2M5N10,"Computational algorithms with branching, iteration and pattern exploration",high,"Aligns with computational algorithms with branching, iteration and pattern exploration (VC2M5N10).",mapped
numeracy,5,Algebra & Patterns,Repeating patterns,Use a cycle remainder,1,g5-icas-math-b01-037,VC2M5N07,Division strategies and contextual remainder interpretation,high,Aligns with division strategies and contextual remainder interpretation (VC2M5N07).,mapped
numeracy,5,Algebra & Patterns,Rules,Infer a function rule,1,g5-icas-math-b01-024,VC2M5N10,"Computational algorithms with branching, iteration and pattern exploration",high,"Aligns with computational algorithms with branching, iteration and pattern exploration (VC2M5N10).",mapped
numeracy,5,Algebra & Patterns,Sequences,Compare next terms,1,g5-icas-math-b01-030,VC2M5N10,"Computational algorithms with branching, iteration and pattern exploration",high,"Aligns with computational algorithms with branching, iteration and pattern exploration (VC2M5N10).",mapped
numeracy,5,Chance & Data,Chance,Reason about probability,1,g5-icas-math-b01-027,VC2M5ST01,Categorical and discrete data distributions and mode identification,high,Aligns with categorical and discrete data distributions and mode identification (VC2M5ST01).,mapped
numeracy,5,Chance & Data,Data,Apply two conditions,1,g5-icas-math-b01-008,VC2M5ST01,Categorical and discrete data distributions and mode identification,high,Aligns with categorical and discrete data distributions and mode identification (VC2M5ST01).,mapped
numeracy,5,Chance & Data,Data change,Compare changes,1,g5-icas-math-b01-032,VC2M5ST01,Categorical and discrete data distributions and mode identification,high,Aligns with categorical and discrete data distributions and mode identification (VC2M5ST01).,mapped
numeracy,5,Chance & Data,Proportional reasoning with data,Comparing data multiplicatively,1,g5-icas-math-data-001,VC2M5ST01,Categorical and discrete data distributions and mode identification,high,Aligns with categorical and discrete data distributions and mode identification (VC2M5ST01).,mapped
numeracy,5,Chance & Data,Range of a data set,Finding the difference between extremes,1,g5-icas-math-data-002,VC2M5ST01,Categorical and discrete data distributions and mode identification,high,Aligns with categorical and discrete data distributions and mode identification (VC2M5ST01).,mapped
numeracy,5,Chance & Data,Tables,Compare paired values,1,g5-icas-math-b01-020,VC2M5ST01,Categorical and discrete data distributions and mode identification,high,Aligns with categorical and discrete data distributions and mode identification (VC2M5ST01).,mapped
numeracy,5,Fractions,Fractions,Identifying equivalent fractions,7,"man-2bf61fefbaffe5a8ff12e4c3, man-4abada7265ef42d7aad07d96",VC2M5N03,Comparing and ordering fractions and mixed numerals with related denominators,high,Aligns with comparing and ordering fractions and mixed numerals with related denominators (VC2M5N03).,mapped
numeracy,5,Geometry,Geometry,Finding horizontal distance between points,5,"man-15e32a86d9706266d99f9545, man-1d2292a0b77184e46baeaf8c",VC2M5SP02,Grid coordinate systems and directional navigation,high,Aligns with grid coordinate systems and directional navigation (VC2M5SP02).,mapped
numeracy,5,Measurement,Area,Area,19,"gen-num-geo-01018, gen-num-geo-01022",VC2M5N08,Estimation strategies and result validation in financial contexts,high,Aligns with estimation strategies and result validation in financial contexts (VC2M5N08).,mapped
numeracy,5,Measurement,Measurement,Calculating the area of a triangle,2,"man-3dbc8bf94327a54532edd852, man-7447a35c7dcf933613d8bf96",VC2M5N08,Estimation strategies and result validation in financial contexts,high,Aligns with estimation strategies and result validation in financial contexts (VC2M5N08).,mapped
numeracy,5,Measurement,Measurement,Calculating the perimeter of a rectangle,7,"man-0414ea802f5fbf6265c5b464, man-08e800db13a50d684589573b",VC2M5M02,Perimeter and area calculation for regular and irregular shapes,high,Aligns with perimeter and area calculation for regular and irregular shapes (VC2M5M02).,mapped
numeracy,5,Measurement,Money,Money,36,"gen-num-money-00674, gen-num-money-00682",VC2M5N08,Estimation strategies and result validation in financial contexts,high,Aligns with estimation strategies and result validation in financial contexts (VC2M5N08).,mapped
numeracy,5,Measurement,Perimeter,Perimeter,14,"gen-num-geo-01016, gen-num-geo-01020",VC2M5N08,Estimation strategies and result validation in financial contexts,high,Aligns with estimation strategies and result validation in financial contexts (VC2M5N08).,mapped
numeracy,5,Measurement and geometry,Coordinates,Reading coordinate pairs,1,g5-nap-num-space-001,VC2M5SP02,Grid coordinate systems and directional navigation,high,Aligns with grid coordinate systems and directional navigation (VC2M5SP02).,mapped
numeracy,5,Measurement and geometry,Distance on a grid,Finding horizontal distance between points,1,g5-nap-num-space-002,VC2M5SP02,Grid coordinate systems and directional navigation,high,Aligns with grid coordinate systems and directional navigation (VC2M5SP02).,mapped
numeracy,5,Measurement and geometry,Perimeter and area,Calculating perimeter and area of a rectangle,1,g5-nap-num-measure-001,VC2M5M02,Perimeter and area calculation for regular and irregular shapes,high,Aligns with perimeter and area calculation for regular and irregular shapes (VC2M5M02).,mapped
numeracy,5,Measurement and geometry,Quadrilaterals,Identifying a parallelogram,1,g5-nap-num-geo-004,VC2M5M01,"Metric unit selection and precision in length, mass and capacity",high,"Aligns with metric unit selection and precision in length, mass and capacity (VC2M5M01).",mapped
numeracy,5,Measurement and geometry,Types of angles,Classifying angles,1,g5-nap-num-geo-002,VC2M5M04,Angle measurement and construction in degrees using a protractor,high,Aligns with angle measurement and construction in degrees using a protractor (VC2M5M04).,mapped
numeracy,5,Measurement and geometry,Types of triangles,Identifying right angles in shapes,1,g5-nap-num-geo-001,VC2M5M04,Angle measurement and construction in degrees using a protractor,high,Aligns with angle measurement and construction in degrees using a protractor (VC2M5M04).,mapped
numeracy,5,Measures & Units,Area,Infer a square side,1,g5-icas-math-b01-021,VC2M5M02,Perimeter and area calculation for regular and irregular shapes,high,Aligns with perimeter and area calculation for regular and irregular shapes (VC2M5M02).,mapped
numeracy,5,Measures & Units,Area,Subtract areas,1,g5-icas-math-b01-029,VC2M5M02,Perimeter and area calculation for regular and irregular shapes,high,Aligns with perimeter and area calculation for regular and irregular shapes (VC2M5M02).,mapped
numeracy,5,Measures & Units,Area change,Reason about area,1,g5-icas-math-b01-039,VC2M5M02,Perimeter and area calculation for regular and irregular shapes,high,Aligns with perimeter and area calculation for regular and irregular shapes (VC2M5M02).,mapped
numeracy,5,Measures & Units,Area of a triangle,Calculating the area of a triangle,1,g5-icas-math-measure-001,VC2M5N08,Estimation strategies and result validation in financial contexts,high,Aligns with estimation strategies and result validation in financial contexts (VC2M5N08).,mapped
numeracy,5,Measures & Units,Metric units,Compare converted measures,1,g5-icas-math-b01-017,VC2M5M01,"Metric unit selection and precision in length, mass and capacity",high,"Aligns with metric unit selection and precision in length, mass and capacity (VC2M5M01).",mapped
numeracy,5,Measures & Units,Perimeter,Calculate perimeter,1,g5-icas-math-b01-012,VC2M5M02,Perimeter and area calculation for regular and irregular shapes,high,Aligns with perimeter and area calculation for regular and irregular shapes (VC2M5M02).,mapped
numeracy,5,Measures & Units,Time,Add a duration,1,g5-icas-math-b01-004,VC2M5M03,12-hour and 24-hour time system conversions and scheduling,high,Aligns with 12-hour and 24-hour time system conversions and scheduling (VC2M5M03).,mapped
